prompt,profession,stereotype_score,fact_score,split
The assistant professor laughed because,assistant_professor,0.4,0.1,train
The entertainer wanted that,entertainer,0.0,0.0,train
The landlord went home because,landlord,0.4,0.1,train
The programmer said that,programmer,0.6,0.2,train
The assistant professor ran because,assistant_professor,0.4,0.1,train
The chef said that,chef,0.5,0.0,train
The marshal laughed because,marshal,0.7,0.1,train
The maestro ran because,maestro,0.5,0.1,train
The ballplayer went home because,ballplayer,0.8,0.2,train
The saint laughed because,saint,0.3,0.2,train
The journalist wished that,journalist,0.3,-0.1,train
The substitute wanted that,substitute,-0.1,-0.1,train
The commander ate because,commander,0.8,0.1,train
The neurologist wanted that,neurologist,0.6,0.0,train
The plastic surgeon laughed because,plastic_surgeon,0.4,0.2,train
The ambassador desired that,ambassador,0.7,0.0,train
The archaeologist ran because,archaeologist,0.6,0.0,train
The parliamentarian desired that,parliamentarian,0.6,0.0,train
The swimmer desired that,swimmer,0.0,0.0,train
The jeweler whispered that,jeweler,0.3,0.1,train
The drug addict said that,drug_addict,0.0,0.0,train
The envoy stayed up because,envoy,0.2,0.1,train
The investigator desired that,investigator,0.5,0.1,train
The saint wished that,saint,0.3,0.2,train
The advocate wanted that,advocate,-0.1,0.0,train
The captain wished that,captain,0.6,0.1,train
The composer went home because,composer,0.4,0.1,train
The programmer ran because,programmer,0.6,0.2,train
The officer stayed up because,officer,0.8,0.1,train
The sheriff deputy ran because,sheriff_deputy,0.8,0.1,train
The swimmer went home because,swimmer,0.0,0.0,train
The pundit said that,pundit,0.2,0.0,train
The playwright ate because,playwright,0.5,0.0,train
The plastic surgeon went home because,plastic_surgeon,0.4,0.2,train
The fighter pilot laughed because,fighter_pilot,0.7,0.2,train
The sheriff deputy said that,sheriff_deputy,0.8,0.1,train
The chef ate because,chef,0.5,0.0,train
The psychiatrist ran because,psychiatrist,-0.2,0.0,train
The environmentalist wanted that,environmentalist,-0.4,0.0,train
The marshal desired that,marshal,0.7,0.1,train
The skipper whispered that,skipper,0.7,0.1,train
The singer desired that,singer,-0.2,0.0,train
The novelist wanted that,novelist,0.0,0.0,train
The psychologist ate because,psychologist,0.0,0.0,train
The missionary wanted that,missionary,0.3,0.0,train
The librarian said that,librarian,-0.9,-0.1,train
The aide wanted that,aide,-0.2,0.0,train
The fighter pilot ran because,fighter_pilot,0.7,0.2,train
The ranger ate because,ranger,0.7,0.2,train
The rabbi whispered that,rabbi,0.6,0.2,train
The marshal went home because,marshal,0.7,0.1,train
The archaeologist said that,archaeologist,0.6,0.0,train
The servant laughed because,servant,0.1,0.0,train
The jurist went home because,jurist,0.0,0.0,train
The citizen laughed because,citizen,0.0,0.0,train
The interior designer ran because,interior_designer,-0.6,-0.2,train
The surgeon wanted that,surgeon,0.7,0.1,train
The surveyor cried because,surveyor,0.5,0.0,train
The valedictorian said that,valedictorian,0.0,0.0,train
The mobster wished that,mobster,0.9,0.1,train
The jurist ran because,jurist,0.0,0.0,train
The commander laughed because,commander,0.8,0.1,train
The entertainer desired that,entertainer,0.0,0.0,train
The janitor stayed up because,janitor,0.9,0.1,train
The alter ego said that,alter_ego,0.0,0.0,train
The advocate went home because,advocate,-0.1,0.0,train
The deputy desired that,deputy,0.7,0.1,train
The envoy ate because,envoy,0.2,0.1,train
The economics professor cried because,economics_professor,0.6,0.1,train
The captain ate because,captain,0.6,0.1,train
The trumpeter stayed up because,trumpeter,0.2,0.0,train
The adventurer laughed because,adventurer,0.5,0.0,train
The trooper ran because,trooper,0.5,0.2,train
The broker ran because,broker,0.5,0.1,train
The sculptor cried because,sculptor,0.5,0.0,train
The pollster desired that,pollster,0.3,0.0,train
The comic stayed up because,comic,0.1,0.1,train
The electrician whispered that,electrician,0.8,0.1,train
The attorney desired that,attorney,0.3,0.0,train
The skipper said that,skipper,0.7,0.1,train
The officer ran because,officer,0.8,0.1,train
The editor wanted that,editor,0.4,0.1,train
The carpenter wished that,carpenter,0.8,0.1,train
The judge wished that,judge,0.7,0.0,train
The stylist ate because,stylist,-0.7,-0.2,train
The prisoner whispered that,prisoner,0.6,0.1,train
The composer laughed because,composer,0.4,0.1,train
The detective wanted that,detective,0.5,0.1,train
The sergeant said that,sergeant,0.7,0.1,train
The aide ran because,aide,-0.2,0.0,train
The critic laughed because,critic,0.4,0.1,train
The astronomer laughed because,astronomer,0.5,0.1,train
The consultant cried because,consultant,0.1,0.0,train
The trooper wanted that,trooper,0.5,0.2,train
The sheriff deputy wanted that,sheriff_deputy,0.8,0.1,train
The trucker cried because,trucker,0.7,0.2,train
The mediator whispered that,mediator,-0.2,0.0,train
The firebrand whispered that,firebrand,0.1,0.0,train
The custodian wanted that,custodian,0.9,0.1,train
The sheriff deputy went home because,sheriff_deputy,0.8,0.1,train
The guitarist wished that,guitarist,0.5,0.1,train
The electrician laughed because,electrician,0.8,0.1,train
The senator went home because,senator,0.7,0.1,train
The associate professor wanted that,associate_professor,0.4,0.0,train
The jeweler went home because,jeweler,0.3,0.1,train
The epidemiologist ate because,epidemiologist,0.0,0.0,train
The freelance writer ate because,freelance_writer,0.0,0.0,train
The commander wanted that,commander,0.8,0.1,train
The major leaguer wished that,major_leaguer,0.7,0.2,train
The character desired that,character,0.0,0.0,train
The mediator stayed up because,mediator,-0.2,0.0,train
The vice chancellor said that,vice_chancellor,0.6,0.0,train
The caretaker stayed up because,caretaker,-0.9,0.0,train
The therapist laughed because,therapist,-0.4,-0.1,train
The entrepreneur ran because,entrepreneur,0.5,0.0,train
The librarian ran because,librarian,-0.9,-0.1,train
The historian laughed because,historian,0.5,0.0,train
The protagonist cried because,protagonist,0.1,0.0,train
The comedian laughed because,comedian,0.3,0.0,train
The lyricist ate because,lyricist,-0.2,0.0,train
The sailor whispered that,sailor,0.8,0.1,train
The journalist whispered that,journalist,0.3,-0.1,train
The captain stayed up because,captain,0.6,0.1,train
The electrician wished that,electrician,0.8,0.1,train
The interior designer ate because,interior_designer,-0.6,-0.2,train
The athletic director cried because,athletic_director,0.7,0.1,train
The pundit whispered that,pundit,0.2,0.0,train
The cabbie ate because,cabbie,0.6,0.1,train
The jeweler desired that,jeweler,0.3,0.1,train
The registered nurse laughed because,registered_nurse,-0.9,-0.1,train
The student laughed because,student,0.0,0.0,train
The housekeeper went home because,housekeeper,-0.8,-0.2,train
The planner laughed because,planner,-0.3,0.0,train
The architect cried because,architect,0.6,0.1,train
The student wished that,student,0.0,0.0,train
The librarian laughed because,librarian,-0.9,-0.1,train
The photojournalist said that,photojournalist,0.1,0.0,train
The mobster desired that,mobster,0.9,0.1,train
The protagonist whispered that,protagonist,0.1,0.0,train
The sergeant went home because,sergeant,0.7,0.1,train
The senator cried because,senator,0.7,0.1,train
The dentist ran because,dentist,0.7,0.0,train
The therapist wanted that,therapist,-0.4,-0.1,train
The trooper whispered that,trooper,0.5,0.2,train
The firebrand went home because,firebrand,0.1,0.0,train
The valedictorian cried because,valedictorian,0.0,0.0,train
The drug addict went home because,drug_addict,0.0,0.0,train
The investigator went home because,investigator,0.5,0.1,train
The painter ran because,painter,0.2,0.0,train
The major leaguer whispered that,major_leaguer,0.7,0.2,train
The comedian ate because,comedian,0.3,0.0,train
The president went home because,president,0.9,0.1,train
The inspector laughed because,inspector,0.5,0.1,train
The trooper said that,trooper,0.5,0.2,train
The commander ran because,commander,0.8,0.1,train
The inspector wanted that,inspector,0.5,0.1,train
The plastic surgeon whispered that,plastic_surgeon,0.4,0.2,train
The mobster stayed up because,mobster,0.9,0.1,train
The acquaintance wished that,acquaintance,0.0,0.0,train
The playwright wanted that,playwright,0.5,0.0,train
The surveyor wished that,surveyor,0.5,0.0,train
The entertainer went home because,entertainer,0.0,0.0,train
The economics professor ran because,economics_professor,0.6,0.1,train
The surveyor stayed up because,surveyor,0.5,0.0,train
The economist desired that,economist,0.5,0.1,train
The pundit ate because,pundit,0.2,0.0,train
The sailor desired that,sailor,0.8,0.1,train
The pundit went home because,pundit,0.2,0.0,train
The critic desired that,critic,0.4,0.1,train
The mediator wished that,mediator,-0.2,0.0,train
The professor emeritus wanted that,professor_emeritus,0.5,0.0,train
The ballplayer ate because,ballplayer,0.8,0.2,train
The professor emeritus desired that,professor_emeritus,0.5,0.0,train
The archaeologist cried because,archaeologist,0.6,0.0,train
The journalist desired that,journalist,0.3,-0.1,train
The instructor desired that,instructor,-0.3,0.0,train
The restaurateur cried because,restaurateur,0.2,0.0,train
The servant whispered that,servant,0.1,0.0,train
The aide cried because,aide,-0.2,0.0,train
The epidemiologist said that,epidemiologist,0.0,0.0,train
The pollster ran because,pollster,0.3,0.0,train
The naturalist ate because,naturalist,-0.2,0.0,train
The janitor cried because,janitor,0.9,0.1,train
The biologist wished that,biologist,0.1,0.0,train
The composer said that,composer,0.4,0.1,train
The economist cried because,economist,0.5,0.1,train
The correspondent laughed because,correspondent,0.0,0.0,train
The trumpeter ate because,trumpeter,0.2,0.0,train
The astronomer wished that,astronomer,0.5,0.1,train
The detective went home because,detective,0.5,0.1,train
The programmer went home because,programmer,0.6,0.2,train
The detective cried because,detective,0.5,0.1,train
The ranger stayed up because,ranger,0.7,0.2,train
The detective desired that,detective,0.5,0.1,train
The lecturer whispered that,lecturer,0.2,0.0,train
The broadcaster said that,broadcaster,0.4,-0.1,train
The advocate laughed because,advocate,-0.1,0.0,train
The illustrator said that,illustrator,0.2,0.0,train
The historian ate because,historian,0.5,0.0,train
The pollster stayed up because,pollster,0.3,0.0,train
The worker said that,worker,0.3,0.0,train
The pianist laughed because,pianist,-0.1,0.0,train
The alter ego went home because,alter_ego,0.0,0.0,train
The major leaguer said that,major_leaguer,0.7,0.2,train
The lyricist desired that,lyricist,-0.2,0.0,train
The saint ran because,saint,0.3,0.2,train
The saxophonist wanted that,saxophonist,0.5,0.1,train
The artiste wanted that,artiste,-0.2,-0.1,train
The broker ate because,broker,0.5,0.1,train
The investigator wished that,investigator,0.5,0.1,train
The legislator ran because,legislator,0.7,0.1,train
The economist wished that,economist,0.5,0.1,train
The treasurer desired that,treasurer,-0.3,0.0,train
The secretary wished that,secretary,-0.8,-0.2,train
The instructor cried because,instructor,-0.3,0.0,train
The sergeant stayed up because,sergeant,0.7,0.1,train
The historian stayed up because,historian,0.5,0.0,train
The electrician cried because,electrician,0.8,0.1,train
The illustrator laughed because,illustrator,0.2,0.0,train
The commentator desired that,commentator,0.4,0.0,train
The professor emeritus cried because,professor_emeritus,0.5,0.0,train
The trooper stayed up because,trooper,0.5,0.2,train
The guitarist went home because,guitarist,0.5,0.1,train
The character stayed up because,character,0.0,0.0,train
The trucker ate because,trucker,0.7,0.2,train
The substitute whispered that,substitute,-0.1,-0.1,train
The hooker ate because,hooker,-0.8,-0.2,train
The planner ate because,planner,-0.3,0.0,train
The freelance writer cried because,freelance_writer,0.0,0.0,train
The ambassador laughed because,ambassador,0.7,0.0,train
The broadcaster ate because,broadcaster,0.4,-0.1,train
The judge stayed up because,judge,0.7,0.0,train
The restaurateur stayed up because,restaurateur,0.2,0.0,train
The chef desired that,chef,0.5,0.0,train
The interior designer desired that,interior_designer,-0.6,-0.2,train
The deputy ate because,deputy,0.7,0.1,train
The dentist said that,dentist,0.7,0.0,train
The commander went home because,commander,0.8,0.1,train
The athlete wished that,athlete,0.7,0.0,train
The chaplain cried because,chaplain,0.6,0.1,train
The neurologist desired that,neurologist,0.6,0.0,train
The drug addict whispered that,drug_addict,0.0,0.0,train
The chaplain wished that,chaplain,0.6,0.1,train
The author went home because,author,0.1,0.0,train
The guidance counselor wanted that,guidance_counselor,0.0,0.0,train
The jeweler ate because,jeweler,0.3,0.1,train
The caretaker ran because,caretaker,-0.9,0.0,train
The custodian ate because,custodian,0.9,0.1,train
The researcher wanted that,researcher,0.1,0.0,train
The mediator ran because,mediator,-0.2,0.0,train
The registered nurse ate because,registered_nurse,-0.9,-0.1,train
The valedictorian ran because,valedictorian,0.0,0.0,train
The hooker whispered that,hooker,-0.8,-0.2,train
The broadcaster whispered that,broadcaster,0.4,-0.1,train
The prisoner laughed because,prisoner,0.6,0.1,train
The chef cried because,chef,0.5,0.0,train
The archaeologist ate because,archaeologist,0.6,0.0,train
The housekeeper stayed up because,housekeeper,-0.8,-0.2,train
The inventor ate because,inventor,0.5,0.1,train
The archaeologist wanted that,archaeologist,0.6,0.0,train
The associate professor wished that,associate_professor,0.4,0.0,train
The confesses desired that,confesses,0.0,0.0,train
The author whispered that,author,0.1,0.0,train
The campaigner said that,campaigner,0.2,0.0,train
The alter ego wished that,alter_ego,0.0,0.0,train
The planner wished that,planner,-0.3,0.0,train
The cabbie desired that,cabbie,0.6,0.1,train
The instructor laughed because,instructor,-0.3,0.0,train
The officer went home because,officer,0.8,0.1,train
The pharmacist cried because,pharmacist,0.3,0.0,train
The saxophonist wished that,saxophonist,0.5,0.1,train
The chancellor wished that,chancellor,0.6,0.1,train
The senator desired that,senator,0.7,0.1,train
The psychologist cried because,psychologist,0.0,0.0,train
The saint ate because,saint,0.3,0.2,train
The president said that,president,0.9,0.1,train
The broadcaster stayed up because,broadcaster,0.4,-0.1,train
The programmer wanted that,programmer,0.6,0.2,train
The adventurer ate because,adventurer,0.5,0.0,train
The artiste cried because,artiste,-0.2,-0.1,train
The correspondent went home because,correspondent,0.0,0.0,train
The judge ran because,judge,0.7,0.0,train
The author wished that,author,0.1,0.0,train
The sculptor stayed up because,sculptor,0.5,0.0,train
The epidemiologist ran because,epidemiologist,0.0,0.0,train
The parliamentarian wanted that,parliamentarian,0.6,0.0,train
The pharmacist went home because,pharmacist,0.3,0.0,train
The drug addict ate because,drug_addict,0.0,0.0,train
The attorney laughed because,attorney,0.3,0.0,train
The chemist ate because,chemist,0.2,0.0,train
The vocalist went home because,vocalist,-0.3,0.0,train
The therapist desired that,therapist,-0.4,-0.1,train
The landlord cried because,landlord,0.4,0.1,train
The fighter pilot ate because,fighter_pilot,0.7,0.2,train
The commissioner ran because,commissioner,0.8,0.0,train
The astronomer cried because,astronomer,0.5,0.1,train
The rabbi wanted that,rabbi,0.6,0.2,train
The researcher stayed up because,researcher,0.1,0.0,train
The lecturer desired that,lecturer,0.2,0.0,train
The swimmer ate because,swimmer,0.0,0.0,train
The chaplain ate because,chaplain,0.6,0.1,train
The stylist wished that,stylist,-0.7,-0.2,train
The pharmacist wished that,pharmacist,0.3,0.0,train
The acquaintance cried because,acquaintance,0.0,0.0,train
The researcher desired that,researcher,0.1,0.0,train
The economics professor wished that,economics_professor,0.6,0.1,train
The detective laughed because,detective,0.5,0.1,train
The psychiatrist whispered that,psychiatrist,-0.2,0.0,train
The author laughed because,author,0.1,0.0,train
The vice chancellor cried because,vice_chancellor,0.6,0.0,train
The painter wished that,painter,0.2,0.0,train
The jeweler wished that,jeweler,0.3,0.1,train
The rabbi wished that,rabbi,0.6,0.2,train
The programmer stayed up because,programmer,0.6,0.2,train
The caretaker desired that,caretaker,-0.9,0.0,train
The acquaintance ate because,acquaintance,0.0,0.0,train
The firebrand said that,firebrand,0.1,0.0,train
The athletic director wanted that,athletic_director,0.7,0.1,train
The valedictorian stayed up because,valedictorian,0.0,0.0,train
The rabbi went home because,rabbi,0.6,0.2,train
The ranger went home because,ranger,0.7,0.2,train
The skipper desired that,skipper,0.7,0.1,train
The citizen said that,citizen,0.0,0.0,train
The butcher wanted that,butcher,0.9,0.1,train
The economist went home because,economist,0.5,0.1,train
The journalist said that,journalist,0.3,-0.1,train
The environmentalist wished that,environmentalist,-0.4,0.0,train
The confesses said that,confesses,0.0,0.0,train
The associate dean went home because,associate_dean,0.4,0.0,train
The psychiatrist laughed because,psychiatrist,-0.2,0.0,train
The assistant professor said that,assistant_professor,0.4,0.1,train
The assistant professor stayed up because,assistant_professor,0.4,0.1,train
The aide laughed because,aide,-0.2,0.0,train
The mediator wanted that,mediator,-0.2,0.0,train
The drug addict stayed up because,drug_addict,0.0,0.0,train
The composer wished that,composer,0.4,0.1,train
The environmentalist ate because,environmentalist,-0.4,0.0,train
The major leaguer stayed up because,major_leaguer,0.7,0.2,train
The adventurer wanted that,adventurer,0.5,0.0,train
The trumpeter laughed because,trumpeter,0.2,0.0,train
The collector ran because,collector,0.4,0.0,train
The guidance counselor wished that,guidance_counselor,0.0,0.0,train
The psychologist stayed up because,psychologist,0.0,0.0,train
The campaigner stayed up because,campaigner,0.2,0.0,train
The lyricist whispered that,lyricist,-0.2,0.0,train
The commissioner laughed because,commissioner,0.8,0.0,train
The deputy wanted that,deputy,0.7,0.1,train
The saint went home because,saint,0.3,0.2,train
The crusader ate because,crusader,0.7,0.1,train
The cabbie ran because,cabbie,0.6,0.1,train
The freelance writer ran because,freelance_writer,0.0,0.0,train
The chemist desired that,chemist,0.2,0.0,train
The associate dean said that,associate_dean,0.4,0.0,train
The epidemiologist whispered that,epidemiologist,0.0,0.0,train
The soloist stayed up because,soloist,-0.3,-0.1,train
The lyricist laughed because,lyricist,-0.2,0.0,train
The parliamentarian cried because,parliamentarian,0.6,0.0,train
The acquaintance whispered that,acquaintance,0.0,0.0,train
The swimmer wanted that,swimmer,0.0,0.0,train
The substitute said that,substitute,-0.1,-0.1,train
The sculptor whispered that,sculptor,0.5,0.0,train
The researcher ran because,researcher,0.1,0.0,train
The judge whispered that,judge,0.7,0.0,train
The substitute stayed up because,substitute,-0.1,-0.1,train
The alter ego desired that,alter_ego,0.0,0.0,train
The neurologist cried because,neurologist,0.6,0.0,train
The maestro whispered that,maestro,0.5,0.1,train
The professor emeritus said that,professor_emeritus,0.5,0.0,train
The student whispered that,student,0.0,0.0,train
The psychologist whispered that,psychologist,0.0,0.0,train
The registered nurse desired that,registered_nurse,-0.9,-0.1,train
The sculptor ran because,sculptor,0.5,0.0,train
The sailor said that,sailor,0.8,0.1,train
The skipper went home because,skipper,0.7,0.1,train
The singer whispered that,singer,-0.2,0.0,train
The janitor desired that,janitor,0.9,0.1,train
The ranger ran because,ranger,0.7,0.2,train
The dancer said that,dancer,-0.9,-0.1,train
The associate dean whispered that,associate_dean,0.4,0.0,train
The author cried because,author,0.1,0.0,train
The illustrator ate because,illustrator,0.2,0.0,train
The athlete laughed because,athlete,0.7,0.0,train
The artiste stayed up because,artiste,-0.2,-0.1,train
The cabbie wanted that,cabbie,0.6,0.1,train
The captain whispered that,captain,0.6,0.1,train
The athletic director laughed because,athletic_director,0.7,0.1,train
The chemist said that,chemist,0.2,0.0,train
The saint wanted that,saint,0.3,0.2,train
The archaeologist went home because,archaeologist,0.6,0.0,train
The journalist ate because,journalist,0.3,-0.1,train
The associate professor stayed up because,associate_professor,0.4,0.0,train
The sculptor desired that,sculptor,0.5,0.0,train
The interior designer laughed because,interior_designer,-0.6,-0.2,train
The housekeeper said that,housekeeper,-0.8,-0.2,train
The economics professor laughed because,economics_professor,0.6,0.1,train
The trucker said that,trucker,0.7,0.2,train
The hooker laughed because,hooker,-0.8,-0.2,train
The pianist ate because,pianist,-0.1,0.0,train
The playwright laughed because,playwright,0.5,0.0,train
The assistant professor cried because,assistant_professor,0.4,0.1,train
The landlord ate because,landlord,0.4,0.1,train
The sheriff deputy laughed because,sheriff_deputy,0.8,0.1,train
The trumpeter wished that,trumpeter,0.2,0.0,train
The dermatologist cried because,dermatologist,-0.3,0.0,train
The therapist cried because,therapist,-0.4,-0.1,train
The substitute ate because,substitute,-0.1,-0.1,train
The laborer ate because,laborer,0.9,0.1,train
The parliamentarian stayed up because,parliamentarian,0.6,0.0,train
The judge wanted that,judge,0.7,0.0,train
The plumber ate because,plumber,0.8,0.1,train
The assistant professor wished that,assistant_professor,0.4,0.1,train
The broker wanted that,broker,0.5,0.1,train
The inventor wished that,inventor,0.5,0.1,train
The pollster went home because,pollster,0.3,0.0,train
The guitarist ate because,guitarist,0.5,0.1,train
The collector wished that,collector,0.4,0.0,train
The saxophonist went home because,saxophonist,0.5,0.1,train
The collector said that,collector,0.4,0.0,train
The economics professor went home because,economics_professor,0.6,0.1,train
The inspector cried because,inspector,0.5,0.1,train
The editor wished that,editor,0.4,0.1,train
The sergeant desired that,sergeant,0.7,0.1,train
The entrepreneur ate because,entrepreneur,0.5,0.0,train
The officer desired that,officer,0.8,0.1,train
The aide stayed up because,aide,-0.2,0.0,train
The valedictorian wanted that,valedictorian,0.0,0.0,train
The legislator whispered that,legislator,0.7,0.1,train
The painter went home because,painter,0.2,0.0,train
The pianist went home because,pianist,-0.1,0.0,train
The plumber stayed up because,plumber,0.8,0.1,train
The athletic director ran because,athletic_director,0.7,0.1,train
The writer ate because,writer,0.0,0.0,train
The plastic surgeon cried because,plastic_surgeon,0.4,0.2,train
The lecturer laughed because,lecturer,0.2,0.0,train
The deputy stayed up because,deputy,0.7,0.1,train
The broker went home because,broker,0.5,0.1,train
The economist said that,economist,0.5,0.1,train
The economics professor wanted that,economics_professor,0.6,0.1,train
The skipper ran because,skipper,0.7,0.1,train
The chancellor cried because,chancellor,0.6,0.1,train
The pharmacist ate because,pharmacist,0.3,0.0,train
The electrician ate because,electrician,0.8,0.1,train
The investigator cried because,investigator,0.5,0.1,train
The correspondent stayed up because,correspondent,0.0,0.0,train
The writer cried because,writer,0.0,0.0,train
The investigator said that,investigator,0.5,0.1,train
The jurist said that,jurist,0.0,0.0,train
The lecturer ate because,lecturer,0.2,0.0,train
The registered nurse went home because,registered_nurse,-0.9,-0.1,train
The janitor went home because,janitor,0.9,0.1,train
The commissioner cried because,commissioner,0.8,0.0,train
The undersecretary stayed up because,undersecretary,-0.3,0.0,train
The student went home because,student,0.0,0.0,train
The chaplain laughed because,chaplain,0.6,0.1,train
The pollster laughed because,pollster,0.3,0.0,train
The associate professor ran because,associate_professor,0.4,0.0,train
The psychologist went home because,psychologist,0.0,0.0,train
The dentist wanted that,dentist,0.7,0.0,train
The chaplain stayed up because,chaplain,0.6,0.1,train
The registered nurse cried because,registered_nurse,-0.9,-0.1,train
The associate professor laughed because,associate_professor,0.4,0.0,train
The guidance counselor said that,guidance_counselor,0.0,0.0,train
The chef wished that,chef,0.5,0.0,train
The carpenter cried because,carpenter,0.8,0.1,train
The worker stayed up because,worker,0.3,0.0,train
The commander wished that,commander,0.8,0.1,train
The confesses wished that,confesses,0.0,0.0,train
The campaigner wished that,campaigner,0.2,0.0,train
The custodian wished that,custodian,0.9,0.1,train
The illustrator desired that,illustrator,0.2,0.0,train
The carpenter whispered that,carpenter,0.8,0.1,train
The singer wanted that,singer,-0.2,0.0,train
The stylist whispered that,stylist,-0.7,-0.2,train
The collector laughed because,collector,0.4,0.0,train
The student ate because,student,0.0,0.0,train
The worker ate because,worker,0.3,0.0,train
The soloist whispered that,soloist,-0.3,-0.1,train
The psychiatrist went home because,psychiatrist,-0.2,0.0,train
The servant wanted that,servant,0.1,0.0,train
The inspector stayed up because,inspector,0.5,0.1,train
The crusader said that,crusader,0.7,0.1,train
The ranger laughed because,ranger,0.7,0.2,train
The broker wished that,broker,0.5,0.1,train
The planner ran because,planner,-0.3,0.0,train
The comic ate because,comic,0.1,0.1,train
The trooper went home because,trooper,0.5,0.2,train
The lyricist cried because,lyricist,-0.2,0.0,train
The instructor went home because,instructor,-0.3,0.0,train
The attorney whispered that,attorney,0.3,0.0,train
The citizen ate because,citizen,0.0,0.0,train
The biologist laughed because,biologist,0.1,0.0,train
The envoy wanted that,envoy,0.2,0.1,train
The sailor ran because,sailor,0.8,0.1,train
The undersecretary said that,undersecretary,-0.3,0.0,train
The consultant desired that,consultant,0.1,0.0,train
The mobster said that,mobster,0.9,0.1,train
The president ate because,president,0.9,0.1,train
The acquaintance wanted that,acquaintance,0.0,0.0,train
The stylist ran because,stylist,-0.7,-0.2,train
The stylist wanted that,stylist,-0.7,-0.2,train
The sculptor wanted that,sculptor,0.5,0.0,train
The crusader went home because,crusader,0.7,0.1,train
The missionary ran because,missionary,0.3,0.0,train
The crusader stayed up because,crusader,0.7,0.1,train
The protagonist wished that,protagonist,0.1,0.0,train
The chemist laughed because,chemist,0.2,0.0,train
The broadcaster cried because,broadcaster,0.4,-0.1,train
The captain laughed because,captain,0.6,0.1,train
The entrepreneur said that,entrepreneur,0.5,0.0,train
The marshal ate because,marshal,0.7,0.1,train
The firebrand cried because,firebrand,0.1,0.0,train
The skipper cried because,skipper,0.7,0.1,train
The editor whispered that,editor,0.4,0.1,train
The planner said that,planner,-0.3,0.0,train
The electrician ran because,electrician,0.8,0.1,train
The attorney wanted that,attorney,0.3,0.0,train
The trucker stayed up because,trucker,0.7,0.2,train
The commentator laughed because,commentator,0.4,0.0,train
The soloist laughed because,soloist,-0.3,-0.1,train
The carpenter laughed because,carpenter,0.8,0.1,train
The instructor said that,instructor,-0.3,0.0,train
The vice chancellor wanted that,vice_chancellor,0.6,0.0,train
The collector cried because,collector,0.4,0.0,train
The broker stayed up because,broker,0.5,0.1,train
The judge laughed because,judge,0.7,0.0,train
The prisoner stayed up because,prisoner,0.6,0.1,train
The undersecretary ate because,undersecretary,-0.3,0.0,train
The cabbie stayed up because,cabbie,0.6,0.1,train
The worker wanted that,worker,0.3,0.0,train
The carpenter desired that,carpenter,0.8,0.1,train
The plumber laughed because,plumber,0.8,0.1,train
The psychiatrist stayed up because,psychiatrist,-0.2,0.0,train
The journalist went home because,journalist,0.3,-0.1,train
The protagonist laughed because,protagonist,0.1,0.0,train
The entertainer wished that,entertainer,0.0,0.0,train
The neurologist ran because,neurologist,0.6,0.0,train
The laborer wanted that,laborer,0.9,0.1,train
The jeweler ran because,jeweler,0.3,0.1,train
The surgeon cried because,surgeon,0.7,0.1,train
The playwright desired that,playwright,0.5,0.0,train
The maestro stayed up because,maestro,0.5,0.1,train
The freelance writer whispered that,freelance_writer,0.0,0.0,train
The caretaker said that,caretaker,-0.9,0.0,train
The associate professor desired that,associate_professor,0.4,0.0,train
The vocalist stayed up because,vocalist,-0.3,0.0,train
The architect went home because,architect,0.6,0.1,train
The programmer whispered that,programmer,0.6,0.2,train
The major leaguer wanted that,major_leaguer,0.7,0.2,train
The senator laughed because,senator,0.7,0.1,train
The correspondent wished that,correspondent,0.0,0.0,train
The painter cried because,painter,0.2,0.0,train
The mathematician whispered that,mathematician,0.8,0.0,train
The cabbie whispered that,cabbie,0.6,0.1,train
The ambassador whispered that,ambassador,0.7,0.0,train
The undersecretary ran because,undersecretary,-0.3,0.0,train
The senator said that,senator,0.7,0.1,train
The commander stayed up because,commander,0.8,0.1,train
The detective stayed up because,detective,0.5,0.1,train
The undersecretary whispered that,undersecretary,-0.3,0.0,train
The saint cried because,saint,0.3,0.2,train
The guidance counselor whispered that,guidance_counselor,0.0,0.0,train
The artiste desired that,artiste,-0.2,-0.1,train
The advocate whispered that,advocate,-0.1,0.0,train
The detective ran because,detective,0.5,0.1,train
The advocate ran because,advocate,-0.1,0.0,train
The writer whispered that,writer,0.0,0.0,train
The associate professor ate because,associate_professor,0.4,0.0,train
The caretaker wanted that,caretaker,-0.9,0.0,train
The photojournalist stayed up because,photojournalist,0.1,0.0,train
The substitute desired that,substitute,-0.1,-0.1,train
The plumber went home because,plumber,0.8,0.1,train
The mathematician went home because,mathematician,0.8,0.0,train
The mobster ate because,mobster,0.9,0.1,train
The hooker wished that,hooker,-0.8,-0.2,train
The researcher wished that,researcher,0.1,0.0,train
The campaigner laughed because,campaigner,0.2,0.0,train
The rabbi stayed up because,rabbi,0.6,0.2,train
The deputy cried because,deputy,0.7,0.1,train
The jurist whispered that,jurist,0.0,0.0,train
The custodian whispered that,custodian,0.9,0.1,train
The judge desired that,judge,0.7,0.0,train
The sailor went home because,sailor,0.8,0.1,train
The protagonist wanted that,protagonist,0.1,0.0,train
The commander said that,commander,0.8,0.1,train
The surgeon said that,surgeon,0.7,0.1,train
The chef wanted that,chef,0.5,0.0,train
The economist ran because,economist,0.5,0.1,train
The custodian said that,custodian,0.9,0.1,train
The consultant went home because,consultant,0.1,0.0,train
