prompt,profession,stereotype_score,fact_score,split
The naturalist cried because,naturalist,-0.2,0.0,train
The investment banker stayed up because,investment_banker,0.7,0.1,train
The astronomer ate because,astronomer,0.5,0.1,train
The conductor wished that,conductor,0.6,0.1,train
The butcher went home because,butcher,0.9,0.1,train
The physicist wished that,physicist,0.7,0.1,train
The skipper wanted that,skipper,0.7,0.1,train
The lecturer cried because,lecturer,0.2,0.0,train
The farmer stayed up because,farmer,0.8,0.1,train
The lecturer went home because,lecturer,0.2,0.0,train
The senator wished that,senator,0.7,0.1,train
The comedian stayed up because,comedian,0.3,0.0,train
The laborer stayed up because,laborer,0.9,0.1,train
The inspector whispered that,inspector,0.5,0.1,train
The hooker ran because,hooker,-0.8,-0.2,train
The assassin laughed because,assassin,0.8,0.1,train
The mediator laughed because,mediator,-0.2,0.0,train
The sociologist said that,sociologist,-0.2,0.0,train
The vice chancellor stayed up because,vice_chancellor,0.6,0.0,train
The adventurer went home because,adventurer,0.5,0.0,train
The farmer whispered that,farmer,0.8,0.1,train
The sailor stayed up because,sailor,0.8,0.1,train
The comic laughed because,comic,0.1,0.1,train
The character cried because,character,0.0,0.0,train
The character wanted that,character,0.0,0.0,train
The judge said that,judge,0.7,0.0,train
The trooper wished that,trooper,0.5,0.2,train
The artist desired that,artist,-0.2,0.0,train
The councilor ate because,councilor,-0.1,-0.1,train
The trumpeter cried because,trumpeter,0.2,0.0,train
The student said that,student,0.0,0.0,train
The treasurer whispered that,treasurer,-0.3,0.0,train
The correspondent wanted that,correspondent,0.0,0.0,train
The cardiologist whispered that,cardiologist,0.5,0.1,train
The librarian desired that,librarian,-0.9,-0.1,train
The alter ego stayed up because,alter_ego,0.0,0.0,train
The scholar wished that,scholar,0.6,0.0,train
The minister wished that,minister,0.8,0.1,train
The surgeon wished that,surgeon,0.7,0.1,train
The registered nurse whispered that,registered_nurse,-0.9,-0.1,train
The novelist laughed because,novelist,0.0,0.0,train
The solicitor general cried because,solicitor_general,0.5,0.0,train
The athlete cried because,athlete,0.7,0.0,train
The maestro ate because,maestro,0.5,0.1,train
The doctoral student wished that,doctoral_student,0.3,0.0,train
The assassin wished that,assassin,0.8,0.1,train
The civil servant went home because,civil_servant,0.2,0.0,train
The economist wanted that,economist,0.5,0.1,train
The psychologist wished that,psychologist,0.0,0.0,train
The alter ego ran because,alter_ego,0.0,0.0,train
The artiste ate because,artiste,-0.2,-0.1,train
The butcher cried because,butcher,0.9,0.1,train
The undersecretary went home because,undersecretary,-0.3,0.0,train
The registered nurse wanted that,registered_nurse,-0.9,-0.1,train
The technician desired that,technician,0.6,0.1,train
The historian whispered that,historian,0.5,0.0,train
The entrepreneur stayed up because,entrepreneur,0.5,0.0,train
The dancer wanted that,dancer,-0.9,-0.1,train
The cardiologist stayed up because,cardiologist,0.5,0.1,train
The manager said that,manager,0.6,0.0,train
The astronomer went home because,astronomer,0.5,0.1,train
The protege went home because,protege,0.2,0.0,train
The soloist wished that,soloist,-0.3,-0.1,train
The nurse stayed up because,nurse,-0.9,-0.1,train
The doctoral student went home because,doctoral_student,0.3,0.0,train
The sheriff deputy stayed up because,sheriff_deputy,0.8,0.1,train
The inspector desired that,inspector,0.5,0.1,train
The alter ego cried because,alter_ego,0.0,0.0,train
The athlete desired that,athlete,0.7,0.0,train
The landlord whispered that,landlord,0.4,0.1,train
The dermatologist ate because,dermatologist,-0.3,0.0,train
The valedictorian wished that,valedictorian,0.0,0.0,train
The legislator cried because,legislator,0.7,0.1,train
The custodian laughed because,custodian,0.9,0.1,train
The dermatologist said that,dermatologist,-0.3,0.0,train
The bureaucrat stayed up because,bureaucrat,0.5,0.1,train
The swimmer cried because,swimmer,0.0,0.0,train
The astronaut wanted that,astronaut,0.8,0.1,train
The freelance writer stayed up because,freelance_writer,0.0,0.0,train
The dancer ran because,dancer,-0.9,-0.1,train
The editor stayed up because,editor,0.4,0.1,train
The pharmacist desired that,pharmacist,0.3,0.0,train
The columnist whispered that,columnist,0.2,0.0,train
The rabbi said that,rabbi,0.6,0.2,train
The broadcaster laughed because,broadcaster,0.4,-0.1,train
The geologist went home because,geologist,0.4,0.0,train
The choreographer ran because,choreographer,-0.2,-0.2,train
The inspector ran because,inspector,0.5,0.1,train
The prisoner ate because,prisoner,0.6,0.1,train
The pharmacist stayed up because,pharmacist,0.3,0.0,train
The guitarist desired that,guitarist,0.5,0.1,train
The professor emeritus ran because,professor_emeritus,0.5,0.0,train
The custodian went home because,custodian,0.9,0.1,train
The lecturer stayed up because,lecturer,0.2,0.0,train
The artiste went home because,artiste,-0.2,-0.1,train
The rabbi cried because,rabbi,0.6,0.2,train
The doctor laughed because,doctor,0.7,0.0,train
The lyricist went home because,lyricist,-0.2,0.0,train
The critic wanted that,critic,0.4,0.1,train
The comedian wanted that,comedian,0.3,0.0,train
The colonel ate because,colonel,0.8,0.1,train
The caretaker ate because,caretaker,-0.9,0.0,train
The citizen stayed up because,citizen,0.0,0.0,train
The vice chancellor wished that,vice_chancellor,0.6,0.0,train
The investment banker wanted that,investment_banker,0.7,0.1,train
The observer whispered that,observer,-0.1,0.0,train
The homemaker laughed because,homemaker,-0.9,-0.1,train
The clerk laughed because,clerk,-0.5,0.0,train
The magistrate said that,magistrate,0.8,0.0,train
The instructor wanted that,instructor,-0.3,0.0,train
The protege laughed because,protege,0.2,0.0,train
The maestro cried because,maestro,0.5,0.1,train
The registered nurse stayed up because,registered_nurse,-0.9,-0.1,train
The psychologist laughed because,psychologist,0.0,0.0,train
The artiste said that,artiste,-0.2,-0.1,train
The photojournalist cried because,photojournalist,0.1,0.0,train
The archaeologist whispered that,archaeologist,0.6,0.0,train
The laborer wished that,laborer,0.9,0.1,train
The astronaut said that,astronaut,0.8,0.1,train
The assistant professor went home because,assistant_professor,0.4,0.1,train
The chaplain said that,chaplain,0.6,0.1,train
The adjunct professor stayed up because,adjunct_professor,0.5,0.0,train
The author ran because,author,0.1,0.0,train
The ambassador said that,ambassador,0.7,0.0,train
The programmer cried because,programmer,0.6,0.2,train
The firebrand ran because,firebrand,0.1,0.0,train
The civil servant stayed up because,civil_servant,0.2,0.0,train
The soloist said that,soloist,-0.3,-0.1,train
The adventurer said that,adventurer,0.5,0.0,train
The teenager desired that,teenager,-0.1,0.0,train
The athletic director stayed up because,athletic_director,0.7,0.1,train
The hooker cried because,hooker,-0.8,-0.2,train
The hooker stayed up because,hooker,-0.8,-0.2,train
The chancellor laughed because,chancellor,0.6,0.1,train
The critic went home because,critic,0.4,0.1,train
The plumber wanted that,plumber,0.8,0.1,train
The interior designer wished that,interior_designer,-0.6,-0.2,train
The senator whispered that,senator,0.7,0.1,train
The epidemiologist desired that,epidemiologist,0.0,0.0,train
The plastic surgeon stayed up because,plastic_surgeon,0.4,0.2,train
The economist laughed because,economist,0.5,0.1,train
The technician went home because,technician,0.6,0.1,train
The homemaker stayed up because,homemaker,-0.9,-0.1,train
The technician whispered that,technician,0.6,0.1,train
The janitor laughed because,janitor,0.9,0.1,train
The historian said that,historian,0.5,0.0,train
The adventurer cried because,adventurer,0.5,0.0,train
The artiste ran because,artiste,-0.2,-0.1,train
The evangelist ate because,evangelist,0.4,0.1,train
The broadcaster wanted that,broadcaster,0.4,-0.1,train
The vocalist cried because,vocalist,-0.3,0.0,train
The drummer laughed because,drummer,0.9,0.0,train
The sociologist wanted that,sociologist,-0.2,0.0,train
The carpenter said that,carpenter,0.8,0.1,train
The painter laughed because,painter,0.2,0.0,train
The secretary cried because,secretary,-0.8,-0.2,train
The illustrator wished that,illustrator,0.2,0.0,train
The sportswriter wished that,sportswriter,0.9,0.1,train
The secretary stayed up because,secretary,-0.8,-0.2,train
The assassin desired that,assassin,0.8,0.1,train
The accountant wished that,accountant,0.4,0.0,train
The writer stayed up because,writer,0.0,0.0,train
The professor ran because,professor,0.4,0.1,train
The drummer ate because,drummer,0.9,0.0,train
The sportswriter desired that,sportswriter,0.9,0.1,train
The restaurateur ran because,restaurateur,0.2,0.0,train
The jurist laughed because,jurist,0.0,0.0,train
The financier stayed up because,financier,0.5,0.1,train
The sculptor went home because,sculptor,0.5,0.0,train
The inventor stayed up because,inventor,0.5,0.1,train
The boss went home because,boss,0.7,0.0,train
The programmer desired that,programmer,0.6,0.2,train
The counselor cried because,counselor,-0.1,0.0,train
The entrepreneur whispered that,entrepreneur,0.5,0.0,train
The farmer ran because,farmer,0.8,0.1,train
The crusader ran because,crusader,0.7,0.1,train
The mobster laughed because,mobster,0.9,0.1,train
The secretary whispered that,secretary,-0.8,-0.2,train
The novelist ran because,novelist,0.0,0.0,train
The firebrand laughed because,firebrand,0.1,0.0,train
The psychiatrist wished that,psychiatrist,-0.2,0.0,train
The biologist ate because,biologist,0.1,0.0,train
The disc jockey went home because,disc_jockey,0.6,0.2,train
The wrestler ate because,wrestler,0.6,0.2,train
The pundit ran because,pundit,0.2,0.0,train
The comic said that,comic,0.1,0.1,train
The environmentalist whispered that,environmentalist,-0.4,0.0,train
The cartoonist whispered that,cartoonist,0.5,0.0,train
The prosecutor stayed up because,prosecutor,0.3,-0.1,train
The consultant wanted that,consultant,0.1,0.0,train
The chancellor desired that,chancellor,0.6,0.1,train
The prisoner cried because,prisoner,0.6,0.1,train
The pharmacist wanted that,pharmacist,0.3,0.0,train
The confesses wanted that,confesses,0.0,0.0,train
The commentator stayed up because,commentator,0.4,0.0,train
The aide went home because,aide,-0.2,0.0,train
The vocalist whispered that,vocalist,-0.3,0.0,train
The firebrand wanted that,firebrand,0.1,0.0,train
The banker ate because,banker,0.6,0.0,train
The soft spoken wanted that,soft_spoken,-0.9,-0.1,train
The treasurer wished that,treasurer,-0.3,0.0,train
The musician desired that,musician,0.0,0.0,train
The solicitor general laughed because,solicitor_general,0.5,0.0,train
The mathematician cried because,mathematician,0.8,0.0,train
The stylist cried because,stylist,-0.7,-0.2,train
The illustrator stayed up because,illustrator,0.2,0.0,train
The attorney cried because,attorney,0.3,0.0,train
The trucker desired that,trucker,0.7,0.2,train
The envoy cried because,envoy,0.2,0.1,train
The inventor cried because,inventor,0.5,0.1,train
The columnist said that,columnist,0.2,0.0,train
The confesses ran because,confesses,0.0,0.0,train
The major leaguer laughed because,major_leaguer,0.7,0.2,train
The interior designer cried because,interior_designer,-0.6,-0.2,train
The medic went home because,medic,0.4,0.1,train
The stylist stayed up because,stylist,-0.7,-0.2,train
The broadcaster desired that,broadcaster,0.4,-0.1,train
The aide whispered that,aide,-0.2,0.0,train
The educator ate because,educator,-0.5,0.0,train
The columnist ran because,columnist,0.2,0.0,train
The accountant stayed up because,accountant,0.4,0.0,train
The drummer whispered that,drummer,0.9,0.0,train
The radiologist cried because,radiologist,-0.3,0.0,train
The plumber wished that,plumber,0.8,0.1,train
The epidemiologist cried because,epidemiologist,0.0,0.0,train
The advocate desired that,advocate,-0.1,0.0,train
The lawyer cried because,lawyer,0.5,0.1,train
The hairdresser wished that,hairdresser,-0.8,-0.2,train
The fighter pilot whispered that,fighter_pilot,0.7,0.2,train
The restaurateur wished that,restaurateur,0.2,0.0,train
The associate dean wanted that,associate_dean,0.4,0.0,train
The financier laughed because,financier,0.5,0.1,train
The councilor said that,councilor,-0.1,-0.1,train
The naturalist ran because,naturalist,-0.2,0.0,train
The president laughed because,president,0.9,0.1,train
The artiste whispered that,artiste,-0.2,-0.1,train
The administrator ate because,administrator,0.2,0.0,train
The ambassador ate because,ambassador,0.7,0.0,train
The assistant professor ate because,assistant_professor,0.4,0.1,train
The saxophonist said that,saxophonist,0.5,0.1,train
The counselor ran because,counselor,-0.1,0.0,train
The epidemiologist wished that,epidemiologist,0.0,0.0,train
The observer cried because,observer,-0.1,0.0,train
The athlete wanted that,athlete,0.7,0.0,train
The firefighter desired that,firefighter,0.7,0.1,train
The counselor went home because,counselor,-0.1,0.0,train
The servant cried because,servant,0.1,0.0,train
The lecturer wanted that,lecturer,0.2,0.0,train
The dentist whispered that,dentist,0.7,0.0,train
The guitarist said that,guitarist,0.5,0.1,train
The saxophonist stayed up because,saxophonist,0.5,0.1,train
The investigator wanted that,investigator,0.5,0.1,train
The plumber whispered that,plumber,0.8,0.1,train
The acquaintance laughed because,acquaintance,0.0,0.0,train
The economist whispered that,economist,0.5,0.1,train
The entrepreneur cried because,entrepreneur,0.5,0.0,train
The janitor wished that,janitor,0.9,0.1,train
The missionary desired that,missionary,0.3,0.0,train
The swimmer stayed up because,swimmer,0.0,0.0,train
The councilor desired that,councilor,-0.1,-0.1,train
The ballplayer ran because,ballplayer,0.8,0.2,train
The stylist desired that,stylist,-0.7,-0.2,train
The biologist desired that,biologist,0.1,0.0,train
The student ran because,student,0.0,0.0,train
The mobster went home because,mobster,0.9,0.1,train
The therapist ran because,therapist,-0.4,-0.1,train
The librarian wanted that,librarian,-0.9,-0.1,train
The entrepreneur wished that,entrepreneur,0.5,0.0,train
The artist wished that,artist,-0.2,0.0,train
The custodian desired that,custodian,0.9,0.1,train
The aide said that,aide,-0.2,0.0,train
The student desired that,student,0.0,0.0,train
The campaigner wanted that,campaigner,0.2,0.0,train
The therapist ate because,therapist,-0.4,-0.1,train
The economics professor stayed up because,economics_professor,0.6,0.1,train
The skipper ate because,skipper,0.7,0.1,train
The dermatologist whispered that,dermatologist,-0.3,0.0,train
The citizen wanted that,citizen,0.0,0.0,train
The protester cried because,protester,0.0,-0.1,train
The shopkeeper ate because,shopkeeper,0.5,0.0,train
The chef ran because,chef,0.5,0.0,train
The soft spoken cried because,soft_spoken,-0.9,-0.1,train
The illustrator wanted that,illustrator,0.2,0.0,train
The sociologist cried because,sociologist,-0.2,0.0,train
The president whispered that,president,0.9,0.1,train
The soloist desired that,soloist,-0.3,-0.1,train
The deputy wished that,deputy,0.7,0.1,train
The pianist cried because,pianist,-0.1,0.0,train
The lawyer laughed because,lawyer,0.5,0.1,train
The illustrator whispered that,illustrator,0.2,0.0,train
The landlord said that,landlord,0.4,0.1,train
The instructor ate because,instructor,-0.3,0.0,train
The comedian said that,comedian,0.3,0.0,train
The parliamentarian went home because,parliamentarian,0.6,0.0,train
The financier whispered that,financier,0.5,0.1,train
The dancer stayed up because,dancer,-0.9,-0.1,train
The commentator cried because,commentator,0.4,0.0,train
The professor cried because,professor,0.4,0.1,train
The drummer ran because,drummer,0.9,0.0,train
The commentator ran because,commentator,0.4,0.0,train
The mathematician desired that,mathematician,0.8,0.0,train
The maestro went home because,maestro,0.5,0.1,train
The naturalist went home because,naturalist,-0.2,0.0,train
The chemist cried because,chemist,0.2,0.0,train
The assistant professor desired that,assistant_professor,0.4,0.1,train
The housekeeper wanted that,housekeeper,-0.8,-0.2,train
The doctor whispered that,doctor,0.7,0.0,train
The detective wished that,detective,0.5,0.1,train
The conductor said that,conductor,0.6,0.1,train
The graphic designer ran because,graphic_designer,0.2,0.0,train
The president wished that,president,0.9,0.1,train
The anthropologist cried because,anthropologist,0.4,0.0,train
The envoy laughed because,envoy,0.2,0.1,train
The superintendent ran because,superintendent,0.9,0.0,train
The shopkeeper laughed because,shopkeeper,0.5,0.0,train
The doctoral student stayed up because,doctoral_student,0.3,0.0,train
The attorney ran because,attorney,0.3,0.0,train
The novelist whispered that,novelist,0.0,0.0,train
The advocate wished that,advocate,-0.1,0.0,train
The adjunct professor ran because,adjunct_professor,0.5,0.0,train
The plastic surgeon ran because,plastic_surgeon,0.4,0.2,train
The pharmacist laughed because,pharmacist,0.3,0.0,train
The secretary went home because,secretary,-0.8,-0.2,train
The neurologist wished that,neurologist,0.6,0.0,train
The broker cried because,broker,0.5,0.1,train
The vocalist laughed because,vocalist,-0.3,0.0,train
The stylist said that,stylist,-0.7,-0.2,train
The environmentalist went home because,environmentalist,-0.4,0.0,train
The detective ate because,detective,0.5,0.1,train
The campaigner went home because,campaigner,0.2,0.0,train
The coach ran because,coach,0.8,0.1,train
The economics professor desired that,economics_professor,0.6,0.1,train
The scientist ran because,scientist,0.5,0.0,train
The fashion designer wanted that,fashion_designer,-0.4,-0.2,train
The landlord desired that,landlord,0.4,0.1,train
The guitarist cried because,guitarist,0.5,0.1,train
The banker wished that,banker,0.6,0.0,train
The superintendent ate because,superintendent,0.9,0.0,train
The cinematographer cried because,cinematographer,0.5,0.0,train
The alter ego whispered that,alter_ego,0.0,0.0,train
The conductor cried because,conductor,0.6,0.1,train
The undersecretary wanted that,undersecretary,-0.3,0.0,train
The environmentalist desired that,environmentalist,-0.4,0.0,train
The entertainer cried because,entertainer,0.0,0.0,train
The stylist laughed because,stylist,-0.7,-0.2,train
The collector whispered that,collector,0.4,0.0,train
The librarian whispered that,librarian,-0.9,-0.1,train
The captain cried because,captain,0.6,0.1,train
The firefighter went home because,firefighter,0.7,0.1,train
The musician wanted that,musician,0.0,0.0,train
The investigator ate because,investigator,0.5,0.1,train
The envoy desired that,envoy,0.2,0.1,train
The servant ran because,servant,0.1,0.0,train
The performer went home because,performer,-0.2,0.0,train
The trumpeter ran because,trumpeter,0.2,0.0,train
The astronaut went home because,astronaut,0.8,0.1,train
The trumpeter wanted that,trumpeter,0.2,0.0,train
The magistrate cried because,magistrate,0.8,0.0,train
The astronomer wanted that,astronomer,0.5,0.1,train
The dentist wished that,dentist,0.7,0.0,train
The chemist wished that,chemist,0.2,0.0,train
The astronaut laughed because,astronaut,0.8,0.1,train
The doctor wanted that,doctor,0.7,0.0,train
The protester went home because,protester,0.0,-0.1,train
The character said that,character,0.0,0.0,train
The boss laughed because,boss,0.7,0.0,train
The singer said that,singer,-0.2,0.0,train
The editor cried because,editor,0.4,0.1,train
The pundit laughed because,pundit,0.2,0.0,train
The chef stayed up because,chef,0.5,0.0,train
The missionary wished that,missionary,0.3,0.0,train
The dentist desired that,dentist,0.7,0.0,train
The dermatologist laughed because,dermatologist,-0.3,0.0,train
The citizen cried because,citizen,0.0,0.0,train
The sportswriter wanted that,sportswriter,0.9,0.1,train
The illustrator went home because,illustrator,0.2,0.0,train
The inspector went home because,inspector,0.5,0.1,train
The ballplayer wished that,ballplayer,0.8,0.2,train
The psychologist ran because,psychologist,0.0,0.0,train
The naturalist laughed because,naturalist,-0.2,0.0,train
The bureaucrat wanted that,bureaucrat,0.5,0.1,train
The associate professor said that,associate_professor,0.4,0.0,train
The educator wished that,educator,-0.5,0.0,train
The lecturer ran because,lecturer,0.2,0.0,train
The environmentalist cried because,environmentalist,-0.4,0.0,train
The soloist cried because,soloist,-0.3,-0.1,train
The astronomer desired that,astronomer,0.5,0.1,train
The manager desired that,manager,0.6,0.0,train
The solicitor general wanted that,solicitor_general,0.5,0.0,train
The freelance writer wanted that,freelance_writer,0.0,0.0,train
The comic desired that,comic,0.1,0.1,train
The critic said that,critic,0.4,0.1,train
The electrician stayed up because,electrician,0.8,0.1,train
The musician ate because,musician,0.0,0.0,train
The journalist cried because,journalist,0.3,-0.1,train
The butcher stayed up because,butcher,0.9,0.1,train
The screenwriter said that,screenwriter,0.4,0.1,train
The confesses stayed up because,confesses,0.0,0.0,train
The alter ego wanted that,alter_ego,0.0,0.0,train
The officer said that,officer,0.8,0.1,train
The ballplayer said that,ballplayer,0.8,0.2,train
The drummer stayed up because,drummer,0.9,0.0,train
The researcher laughed because,researcher,0.1,0.0,train
The associate dean laughed because,associate_dean,0.4,0.0,train
The architect wished that,architect,0.6,0.1,train
The medic whispered that,medic,0.4,0.1,train
The fighter pilot cried because,fighter_pilot,0.7,0.2,train
The swimmer whispered that,swimmer,0.0,0.0,train
The consultant laughed because,consultant,0.1,0.0,train
The valedictorian whispered that,valedictorian,0.0,0.0,train
The assistant professor laughed because,assistant_professor,0.4,0.1,train
The cinematographer wanted that,cinematographer,0.5,0.0,train
The entertainer wanted that,entertainer,0.0,0.0,train
The medic wished that,medic,0.4,0.1,train
The screenwriter went home because,screenwriter,0.4,0.1,train
The landlord went home because,landlord,0.4,0.1,train
The programmer said that,programmer,0.6,0.2,train
The educator said that,educator,-0.5,0.0,train
The cartoonist cried because,cartoonist,0.5,0.0,train
The assistant professor ran because,assistant_professor,0.4,0.1,train
The chef said that,chef,0.5,0.0,train
The marshal laughed because,marshal,0.7,0.1,train
The maestro ran because,maestro,0.5,0.1,train
The filmmaker ran because,filmmaker,0.3,0.1,train
The bureaucrat went home because,bureaucrat,0.5,0.1,train
The philanthropist said that,philanthropist,0.3,0.0,train
The ballplayer went home because,ballplayer,0.8,0.2,train
The saint laughed because,saint,0.3,0.2,train
The journalist wished that,journalist,0.3,-0.1,train
The substitute wanted that,substitute,-0.1,-0.1,train
The commander ate because,commander,0.8,0.1,train
The cardiologist wanted that,cardiologist,0.5,0.1,train
The neurologist wanted that,neurologist,0.6,0.0,train
The accountant said that,accountant,0.4,0.0,train
The solicitor general desired that,solicitor_general,0.5,0.0,train
The plastic surgeon laughed because,plastic_surgeon,0.4,0.2,train
The anthropologist wanted that,anthropologist,0.4,0.0,train
The ambassador desired that,ambassador,0.7,0.0,train
The archaeologist ran because,archaeologist,0.6,0.0,train
The parliamentarian desired that,parliamentarian,0.6,0.0,train
The swimmer desired that,swimmer,0.0,0.0,train
The superintendent wanted that,superintendent,0.9,0.0,train
The jeweler whispered that,jeweler,0.3,0.1,train
The drug addict said that,drug_addict,0.0,0.0,train
The envoy stayed up because,envoy,0.2,0.1,train
The observer stayed up because,observer,-0.1,0.0,train
The performer laughed because,performer,-0.2,0.0,train
The superintendent said that,superintendent,0.9,0.0,train
The investigator desired that,investigator,0.5,0.1,train
The saint wished that,saint,0.3,0.2,train
The advocate wanted that,advocate,-0.1,0.0,train
The homemaker wanted that,homemaker,-0.9,-0.1,train
The captain wished that,captain,0.6,0.1,train
The manager went home because,manager,0.6,0.0,train
The filmmaker laughed because,filmmaker,0.3,0.1,train
The bureaucrat wished that,bureaucrat,0.5,0.1,train
The composer went home because,composer,0.4,0.1,train
The programmer ran because,programmer,0.6,0.2,train
The officer stayed up because,officer,0.8,0.1,train
The sheriff deputy ran because,sheriff_deputy,0.8,0.1,train
The swimmer went home because,swimmer,0.0,0.0,train
The pundit said that,pundit,0.2,0.0,train
The playwright ate because,playwright,0.5,0.0,train
The filmmaker said that,filmmaker,0.3,0.1,train
The plastic surgeon went home because,plastic_surgeon,0.4,0.2,train
The fighter pilot laughed because,fighter_pilot,0.7,0.2,train
The sheriff deputy said that,sheriff_deputy,0.8,0.1,train
The chef ate because,chef,0.5,0.0,train
The psychiatrist ran because,psychiatrist,-0.2,0.0,train
The cartoonist desired that,cartoonist,0.5,0.0,train
The teenager went home because,teenager,-0.1,0.0,train
The environmentalist wanted that,environmentalist,-0.4,0.0,train
The marshal desired that,marshal,0.7,0.1,train
The skipper whispered that,skipper,0.7,0.1,train
The singer desired that,singer,-0.2,0.0,train
The novelist wanted that,novelist,0.0,0.0,train
The psychologist ate because,psychologist,0.0,0.0,train
The missionary wanted that,missionary,0.3,0.0,train
The choreographer went home because,choreographer,-0.2,-0.2,train
The librarian said that,librarian,-0.9,-0.1,train
The aide wanted that,aide,-0.2,0.0,train
The fighter pilot ran because,fighter_pilot,0.7,0.2,train
The ranger ate because,ranger,0.7,0.2,train
The rabbi whispered that,rabbi,0.6,0.2,train
The marshal went home because,marshal,0.7,0.1,train
The professor ate because,professor,0.4,0.1,train
The archaeologist said that,archaeologist,0.6,0.0,train
The accountant ran because,accountant,0.4,0.0,train
The coach desired that,coach,0.8,0.1,train
The servant laughed because,servant,0.1,0.0,train
The jurist went home because,jurist,0.0,0.0,train
The observer laughed because,observer,-0.1,0.0,train
The citizen laughed because,citizen,0.0,0.0,train
The interior designer ran because,interior_designer,-0.6,-0.2,train
The evangelist wished that,evangelist,0.4,0.1,train
The surgeon wanted that,surgeon,0.7,0.1,train
The surveyor cried because,surveyor,0.5,0.0,train
The valedictorian said that,valedictorian,0.0,0.0,train
The geologist desired that,geologist,0.4,0.0,train
The mobster wished that,mobster,0.9,0.1,train
The medic cried because,medic,0.4,0.1,train
The jurist ran because,jurist,0.0,0.0,train
The commander laughed because,commander,0.8,0.1,train
The entertainer desired that,entertainer,0.0,0.0,train
The janitor stayed up because,janitor,0.9,0.1,train
The alter ego said that,alter_ego,0.0,0.0,train
The advocate went home because,advocate,-0.1,0.0,train
The deputy desired that,deputy,0.7,0.1,train
The envoy ate because,envoy,0.2,0.1,train
The philosopher went home because,philosopher,0.8,0.0,train
The farmer wanted that,farmer,0.8,0.1,train
The economics professor cried because,economics_professor,0.6,0.1,train
The captain ate because,captain,0.6,0.1,train
The civil servant ate because,civil_servant,0.2,0.0,train
The trumpeter stayed up because,trumpeter,0.2,0.0,train
The coach went home because,coach,0.8,0.1,train
The disc jockey ran because,disc_jockey,0.6,0.2,train
The adventurer laughed because,adventurer,0.5,0.0,train
The trooper ran because,trooper,0.5,0.2,train
The broker ran because,broker,0.5,0.1,train
The sculptor cried because,sculptor,0.5,0.0,train
The assassin stayed up because,assassin,0.8,0.1,train
The pollster desired that,pollster,0.3,0.0,train
The comic stayed up because,comic,0.1,0.1,train
The warden ran because,warden,0.9,0.1,train
The electrician whispered that,electrician,0.8,0.1,train
The attorney desired that,attorney,0.3,0.0,train
The counselor said that,counselor,-0.1,0.0,train
The skipper said that,skipper,0.7,0.1,train
The firefighter wished that,firefighter,0.7,0.1,train
The officer ran because,officer,0.8,0.1,train
The editor wanted that,editor,0.4,0.1,train
The carpenter wished that,carpenter,0.8,0.1,train
The judge wished that,judge,0.7,0.0,train
The stylist ate because,stylist,-0.7,-0.2,train
The prisoner whispered that,prisoner,0.6,0.1,train
The composer laughed because,composer,0.4,0.1,train
The detective wanted that,detective,0.5,0.1,train
The investment banker cried because,investment_banker,0.7,0.1,train
The sergeant said that,sergeant,0.7,0.1,train
The wrestler laughed because,wrestler,0.6,0.2,train
The accountant went home because,accountant,0.4,0.0,train
The aide ran because,aide,-0.2,0.0,train
The wrestler desired that,wrestler,0.6,0.2,train
The critic laughed because,critic,0.4,0.1,train
The astronomer laughed because,astronomer,0.5,0.1,train
The consultant cried because,consultant,0.1,0.0,train
The trooper wanted that,trooper,0.5,0.2,train
The sheriff deputy wanted that,sheriff_deputy,0.8,0.1,train
The philanthropist ate because,philanthropist,0.3,0.0,train
The counselor whispered that,counselor,-0.1,0.0,train
The trucker cried because,trucker,0.7,0.2,train
The counselor laughed because,counselor,-0.1,0.0,train
The mediator whispered that,mediator,-0.2,0.0,train
The firebrand whispered that,firebrand,0.1,0.0,train
The custodian wanted that,custodian,0.9,0.1,train
The sheriff deputy went home because,sheriff_deputy,0.8,0.1,train
The guitarist wished that,guitarist,0.5,0.1,train
The electrician laughed because,electrician,0.8,0.1,train
The senator went home because,senator,0.7,0.1,train
The associate professor wanted that,associate_professor,0.4,0.0,train
The doctor cried because,doctor,0.7,0.0,train
The jeweler went home because,jeweler,0.3,0.1,train
The epidemiologist ate because,epidemiologist,0.0,0.0,train
The freelance writer ate because,freelance_writer,0.0,0.0,train
The doctor stayed up because,doctor,0.7,0.0,train
The coach wanted that,coach,0.8,0.1,train
The commander wanted that,commander,0.8,0.1,train
The major leaguer wished that,major_leaguer,0.7,0.2,train
The character desired that,character,0.0,0.0,train
The protege wished that,protege,0.2,0.0,train
The clerk stayed up because,clerk,-0.5,0.0,train
The conductor laughed because,conductor,0.6,0.1,train
The mediator stayed up because,mediator,-0.2,0.0,train
The cardiologist ran because,cardiologist,0.5,0.1,train
The prosecutor wished that,prosecutor,0.3,-0.1,train
The vice chancellor said that,vice_chancellor,0.6,0.0,train
The caretaker stayed up because,caretaker,-0.9,0.0,train
The soft spoken laughed because,soft_spoken,-0.9,-0.1,train
The therapist laughed because,therapist,-0.4,-0.1,train
The entrepreneur ran because,entrepreneur,0.5,0.0,train
The screenwriter ate because,screenwriter,0.4,0.1,train
The librarian ran because,librarian,-0.9,-0.1,train
The historian laughed because,historian,0.5,0.0,train
